X,Y,Profundidade,Rugosidade,Z,Nó
700567.4356,7459033.476,-0.2609,0.02,0.2609,4679
700547.3459,7458995.278,-0.659,0.02,0.659,4680
700569.1919,7458982.056,-0.767,0.02,0.767,4681
700389,7459083,-0.2222,0.02,0.2222,4682
700361,7459081,-0.7368,0.02,0.7368,4683
700384.3127,7459040.455,-0.3199,0.02,0.3199,4684
700360,7459037.5,-0.3132,0.02,0.3132,4685
700545,7459047,-0.189,0.02,0.189,4686
700512,7459060.5,0.3068,0.02,-0.3068,4687
700525.5,7459008.5,-0.5212,0.02,0.5212,4688
700496.25,7459021.75,-0.457,0.02,0.457,4689
700417,7459085,0.3892,0.02,-0.3892,4690
700479,7459074,1.0085,0.02,-1.0085,4691
700467,7459035,-0.4551,0.02,0.4551,4692
700408.6254,7459043.409,-0.3475,0.02,0.3475,4693
700448,7459079.5,0.8425,0.02,-0.8425,4694
700437.8127,7459039.205,-0.4064,0.02,0.4064,4695
700328.25,7458974.25,2.4,0.02,-2.4,4696
700310.5,7458977,-1.0073,0.02,1.0073,4697
700350,7458995.5,-0.9673,0.02,0.9673,4698
700341,7458997,-0.9872,0.02,0.9872,4699
700527.25625,7458957.0805,-0.4,0.02,0.4,4700
700548.5125,7458944.161,-1.2342,0.02,1.2342,4701
700504.6281,7458922.29,-0.4,0.02,0.4,4702
700524.2563,7458909.581,-1.1248,0.02,1.1248,4703
700359,7458994,-0.9327,0.02,0.9327,4704
700346,7458971.5,-0.4,0.02,0.4,4705
700379.6254,7458997.909,-0.4,0.02,0.4,4706
700368.5952,7458971.009,-0.4,0.02,0.4,4707
700506,7458970,-0.4,0.02,0.4,4708
700480.5,7458983,-0.4,0.02,0.4,4709
700485,7458935,-0.4,0.02,0.4,4710
700462.4903,7458946.363,-0.4,0.02,0.4,4711
700400.2508,7459001.818,-0.4,0.02,0.4,4712
700455,7458996,-0.4,0.02,0.4,4713
700439.98055,7458957.7255,-0.4,0.02,0.4,4714
700391.1904,7458970.5185,-0.4,0.02,0.4,4715
700427.6254,7458998.909,-0.4,0.02,0.4,4716
700415.5855,7458964.122,-0.4,0.02,0.4,4717
700306.5,7458953,-2.4,0.02,2.4,4718
700280,7458957,-1.1106,0.02,1.1106,4719
700482,7458887.5,-0.4,0.02,0.4,4720
700500,7458875,-1.0581,0.02,1.0581,4721
700333,7458949,-0.4,0.02,0.4,4722
700357.565,7458944.1095,-0.4,0.02,0.4,4723
700464,7458900,-0.4,0.02,0.4,4724
700444.48055,7458909.7255,-0.4,0.02,0.4,4725
700382.13,7458939.219,-0.4,0.02,0.4,4726
700424.9611,7458919.451,-0.4,0.02,0.4,4727
700403.54555,7458929.335,-0.4,0.02,0.4,4728
700304,7458929.75,-2.4,0.02,2.4,4729
700282,7458934.5,-1.1041,0.02,1.1041,4730
700467.4607,7458861.538,-0.4,0.02,0.4,4731
700487.4214,7458858.577,-1.1202,0.02,1.1202,4732
700452.9214,7458835.577,-1.2038,0.02,1.2038,4733
700474.8428,7458842.153,-1.2229,0.02,1.2229,4734
700326,7458925,-0.4,0.02,0.4,4735
700348.2825,7458920.305,-0.4,0.02,0.4,4736
700447.5,7458864.5,-0.4,0.02,0.4,4737
700429.2403,7458879.613,-0.4,0.02,0.4,4738
700370.565,7458915.6095,-0.4,0.02,0.4,4739
700410.98055,7458894.7255,-0.4,0.02,0.4,4740
700390.7728,7458905.168,-0.4,0.02,0.4,4741
700301.5,7458906.5,-1.4,0.02,1.4,4742
700284,7458912,-1.1894,0.02,1.1894,4743
700319,7458901,-1.4,0.02,1.4,4744
700339,7458896.5,-1.4,0.02,1.4,4745
700431,7458829,-1.1352,0.02,1.1352,4746
700414,7458849.5,-0.3,0.02,0.3,4747
700359,7458892,-1.4,0.02,1.4,4748
700397,7458870,-0.3,0.02,0.3,4749
700378,7458881,-1.4,0.02,1.4,4750
700292.5,7458882.5,-1.4,0.02,1.4,4751
700283.5,7458858.5,-1.1955,0.02,1.1955,4752
700278,7458888.5,-1.324,0.02,1.324,4753
700272,7458865,-1.2695,0.02,1.2695,4754
700307,7458876.5,-1.4,0.02,1.4,4755
700326.25,7458872.5,-1.4,0.02,1.4,4756
700396.1722,7458831.796,-0.3,0.02,0.3,4757
700411.3445,7458815.593,-1.0033,0.02,1.0033,4758
700345.5,7458868.5,-1.4,0.02,1.4,4759
700381,7458848,-0.3,0.02,0.3,4760
700363.25,7458858.25,-1.4,0.02,1.4,4761
700295,7458852,-2.8,0.15,2.8,4762
700313.5,7458848.5,-1.4,0.02,1.4,4763
700378.3445,7458814.0925,-0.3,0.02,0.3,4764
700391.689,7458802.185,-0.7596,0.02,0.7596,4765
700332,7458845,-1.4,0.02,1.4,4766
700365,7458826,-0.3,0.02,0.3,4767
700348.5,7458835.5,-1.4,0.02,1.4,4768
700298.5,7458831,-1.4,0.02,1.4,4769
700281.5,7458836.5,-2.8,0.15,2.8,4770
700362.2994,7458800.371,-0.3,0.02,0.3,4771
700372.9144,7458793.014,-0.4607,0.02,0.4607,4772
700346.2544,7458786.65,-0.3221,0.02,0.3221,4773
700354.1397,7458783.842,-0.2487,0.02,0.2487,4774
700351.6845,7458807.729,-0.3,0.02,0.3,4775
700315.5,7458825.5,-1.4,0.02,1.4,4776
700333.5922,7458816.614,-1.4,0.02,1.4,4777
700283.5,7458813.5,-1.4,0.02,1.4,4778
700268,7458821,-2.8,0.15,2.8,4779
700299,7458806,-0.3,0.02,0.3,4780
700338.369,7458789.458,-2.8,0.15,2.8,4781
700318.6845,7458797.729,-0.3,0.02,0.3,4782
700264,7458799.75,-1.4,0.02,1.4,4783
700250.5,7458809,-2.8,0.15,2.8,4784
700277.5,7458790.5,-0.3,0.02,0.3,4785
700293.3422,7458780.614,-0.3,0.02,0.3,4786
700309.1845,7458770.729,-2.8,0.15,2.8,4787
700244.5,7458786,-0.3,0.02,0.3,4788
700233,7458797,-2.8,0.15,2.8,4789
700223.5065,7458772.278,-0.3,0.02,0.3,4790
700214.013,7458784.556,-2.8,0.15,2.8,4791
700256,7458775,-0.3,0.02,0.3,4792
700268,7458763.5,-0.3,0.02,0.3,4793
700280,7458752,-2.8,0.15,2.8,4794
700233,7458760,-0.3,0.02,0.3,4795
700243.5,7458748.5,-0.3,0.02,0.3,4796
700254,7458737,-2.8,0.15,2.8,4797
700129.7901,7458793.166,0.1309,0.02,-0.1309,4798
700155.5803,7458813.832,-0.2254,0.02,0.2254,4799
700152.0803,7458760.832,-0.5,0.15,0.5,4800
700176.1606,7458775.664,-0.5,0.15,0.5,4801
700107.5,7458825.5,0.4997,0.02,-0.4997,4802
700135,7458852,-0.3117,0.02,0.3117,4803
700083.25,7458854.25,0.812,0.02,-0.812,4804
700112,7458886,-0.1194,0.02,0.1194,4805
700202.513,7458758.556,-0.3,0.02,0.3,4806
700195.026,7458772.112,-2.8,0.15,2.8,4807
700179.5065,7458745.028,-0.3,0.02,0.3,4808
700173.513,7458759.056,-2.8,0.15,2.8,4809
700210,7458745,-2.4,0.02,2.4,4810
700185.5,7458731,-2.4,0.02,2.4,4811
700219,7458733.5,-2.4,0.02,2.4,4812
700228,7458722,-2.8,0.15,2.8,4813
700194.47,7458720.685,-2.4,0.02,2.4,4814
700203.4399,7458710.3695,-2.8,0.15,2.8,4815
700104,7458772.5,0.8087,0.02,-0.8087,4816
700128,7458746,-0.5,0.15,0.5,4817
700088.25,7458756.5,1.2734,0.02,-1.2734,4818
700115,7458737.5,-0.5,0.15,0.5,4819
700080,7458799,1.2493,0.02,-1.2493,4820
700054.5,7458822.5,1.7416,0.02,-1.7416,4821
700061.5,7458775.5,1.8013,0.02,-1.8013,4822
700032,7458794.25,2.3716,0.02,-2.3716,4823
700059,7458883,0.974,0.02,-0.974,4824
700089,7458920,-0.0967,0.02,0.0967,4825
700030.5097,7458914.076,0.8927,0.02,-0.8927,4826
700064.0194,7458953.152,-0.194,0.02,0.194,4827
700029,7458846,2.1321,0.02,-2.1321,4828
699997,7458875,2.1942,0.02,-2.1942,4829
700002.5,7458813,2.8431,0.02,-2.8431,4830
699968.75,7458836.75,3.2209,0.02,-3.2209,4831
700002.0194,7458945.152,0.6649,0.02,-0.6649,4832
700039.0388,7458986.304,-0.3052,0.02,0.3052,4833
699971.7597,7458973.326,0.7205,0.02,-0.7205,4834
700007.5194,7459016.652,-0.2409,0.02,0.2409,4835
700072.5,7458740.5,1.7882,0.02,-1.7882,4836
700102,7458729,-2.8,0.15,2.8,4837
700067.75,7458724,2.0369,0.02,-2.0369,4838
700101,7458722,-2.8,0.15,2.8,4839
700156.5,7458731.5,-0.3,0.02,0.3,4840
700152,7458746,-2.8,0.15,2.8,4841
700129.5,7458715.25,-0.3,0.02,0.3,4842
700126,7458730.5,-2.8,0.15,2.8,4843
700161,7458717,-2.4,0.02,2.4,4844
700133,7458700,-2.4,0.02,2.4,4845
700169.9399,7458707.8695,-2.4,0.02,2.4,4846
700178.8798,7458698.739,-2.8,0.15,2.8,4847
700144.018,7458692.351,-2.4,0.02,2.4,4848
700155.036,7458684.701,-2.8,0.15,2.8,4849
700043,7458752,2.4732,0.02,-2.4732,4850
700009.5,7458766,3.0778,0.02,-3.0778,4851
700034.5,7458726,2.9785,0.02,-2.9785,4852
699995.5,7458734.5,3.7353,0.02,-3.7353,4853
699976,7458780,3.5632,0.02,-3.5632,4854
699940.5,7458798.5,4.055,0.02,-4.055,4855
699956.5,7458743,4.4112,0.02,-4.4112,4856
699920.25,7458764.25,4.8562,0.02,-4.8562,4857
699941.5,7459001.5,0.697,0.02,-0.697,4858
699976,7459047,-0.1802,0.02,0.1802,4859
699913.25,7459030.5,0.6039,0.02,-0.6039,4860
699949,7459075.5,-0.0722,0.02,0.0722,4861
699885,7459059.5,0.6328,0.02,-0.6328,4862
699922,7459104,-0.15,0.02,0.15,4863
699845.25,7459092.5,0.6298,0.02,-0.6298,4864
699881.5,7459136,-0.0278,0.02,0.0278,4865
699965,7458904,2.1319,0.02,-2.1319,4866
699936,7458930,2.0506,0.02,-2.0506,4867
699935,7458860.5,3.3538,0.02,-3.3538,4868
699902.3622,7458886.558,3.4689,0.02,-3.4689,4869
699905,7458817,4.4867,0.02,-4.4867,4870
699884,7458785.5,5.3312,0.02,-5.3312,4871
699868.7243,7458843.116,4.8374,0.02,-4.8374,4872
699844.6122,7458811.058,5.7881,0.02,-5.7881,4873
699907,7458956,2.0426,0.02,-2.0426,4874
699877.5,7458985.5,2.0518,0.02,-2.0518,4875
699869.7243,7458912.616,3.633,0.02,-3.633,4876
699833.6122,7458946.558,3.7394,0.02,-3.7394,4877
700026,7458700,3.5537,0.02,-3.5537,4878
700100,7458715,-2.8,0.15,2.8,4879
699981.5,7458703,4.4019,0.02,-4.4019,4880
700032.5,7458670,3.6816,0.02,-3.6816,4881
700063,7458707.5,2.2981,0.02,-2.2981,4882
700102.5,7458699,-0.3,0.02,0.3,4883
699993.5,7458672.5,4.5233,0.02,-4.5233,4884
700067.5,7458684.5,2.3144,0.02,-2.3144,4885
700225.6421,7458655.349,-0.6414,0.02,0.6414,4886
700207.4692,7458695.721,-0.5,0.15,0.5,4887
700257.0343,7458672.324,-1.1962,0.02,1.1962,4888
700232.4385,7458711.693,-0.5,0.15,0.5,4889
700105,7458683,-0.4,0.02,0.4,4890
700118.0961,7458676.8315,-0.4,0.02,0.4,4891
700072,7458661.5,2.5242,0.02,-2.5242,4892
700088.7981,7458647.416,2.3532,0.02,-2.3532,4893
700194.24995,7458638.3745,0.2465,0.02,-0.2465,4894
700182.4999,7458679.749,-0.5,0.15,0.5,4895
700170.5115,7458628.098,1.0266,0.02,-1.0266,4896
700167.52305,7458668.1965,-0.5,0.15,0.5,4897
700131.1922,7458670.663,-2.8,0.15,2.8,4898
700146.7731,7458617.822,1.8468,0.02,-1.8468,4899
700152.5462,7458656.644,-2.8,0.15,2.8,4900
700105.5961,7458633.3315,2.3141,0.02,-2.3141,4901
700126.1846,7458625.577,2.1068,0.02,-2.1068,4902
700141.8692,7458663.6535,-2.8,0.15,2.8,4903
700243.81505,7458614.9775,-0.4624,0.02,0.4624,4904
700281.6301,7458632.955,-0.9192,0.02,0.9192,4905
700263.3385,7458568.896,-0.1859,0.02,0.1859,4906
700305.1771,7458586.291,-0.6683,0.02,0.6683,4907
700282.862,7458522.814,0.1676,0.02,-0.1676,4908
700328.724,7458539.627,-0.5194,0.02,0.5194,4909
700302.6533,7458473.81,0.3026,0.02,-0.3026,4910
700354.8067,7458487.621,-0.5171,0.02,0.5171,4911
700322.4447,7458424.807,0.2588,0.02,-0.2588,4912
700380.8893,7458435.614,-0.569,0.02,0.569,4913
700330.4723,7458375.153,0.2571,0.02,-0.2571,4914
700386.4447,7458385.307,-0.5195,0.02,0.5195,4915
700338.5,7458325.5,0.2454,0.02,-0.2454,4916
700392,7458335,-0.4657,0.02,0.4657,4917
700342.6094,7458278.103,0.2308,0.02,-0.2308,4918
700398.7188,7458289.706,-0.4413,0.02,0.4413,4919
700346.7188,7458230.706,0.1543,0.02,-0.1543,4920
700405.4376,7458244.412,-0.5135,0.02,0.5135,4921
700346.9517,7458180.438,0.1754,0.02,-0.1754,4922
700403.9034,7458190.876,-0.5181,0.02,0.5181,4923
700347.1846,7458130.17,0.1846,0.02,-0.1846,4924
700402.3691,7458137.34,-0.5097,0.02,0.5097,4925
700337.3435,7458084.733,0.2409,0.02,-0.2409,4926
700380.687,7458091.966,-0.3941,0.02,0.3941,4927
700327.5025,7458039.296,-0.0309,0.02,0.0309,4928
700359.0049,7458046.592,-0.5595,0.02,0.5595,4929
700005.5,7458642,4.5336,0.02,-4.5336,4930
699985.3828,7458607.676,5.2431,0.02,-5.2431,4931
699972,7458644,5.1915,0.02,-5.1915,4932
699956.6645,7458617.354,5.7399,0.02,-5.7399,4933
699954.5,7458675,5.2632,0.02,-5.2632,4934
699932.3322,7458644.177,5.9878,0.02,-5.9878,4935
699937,7458706,5.2481,0.02,-5.2481,4936
699908,7458671,6.2166,0.02,-6.2166,4937
699900,7458730,5.7276,0.02,-5.7276,4938
699873.75,7458693,6.6961,0.02,-6.6961,4939
699863,7458754,6.1928,0.02,-6.1928,4940
699820.5,7458779,6.7605,0.02,-6.7605,4941
699839.5,7458715,7.173,0.02,-7.173,4942
699800,7458740,7.7112,0.02,-7.7112,4943
699760.5,7458765,8.2179,0.02,-8.2179,4944
699725.75,7458778.25,8.7798,0.02,-8.7798,4945
699805.5,7459125.5,0.4431,0.02,-0.4431,4946
699841,7459168,-0.1864,0.02,0.1864,4947
699758.75,7459156.5,0.4877,0.02,-0.4877,4948
699793,7459199,-0.3682,0.02,0.3682,4949
699848,7459015,2.0332,0.02,-2.0332,4950
699797.5,7458980.5,3.745,0.02,-3.745,4951
699809,7459049,1.952,0.02,-1.952,4952
699763.25,7459015,3.5732,0.02,-3.5732,4953
699770,7459083,1.7983,0.02,-1.7983,4954
699724.5,7459114,1.8028,0.02,-1.8028,4955
699729,7459049.5,3.2976,0.02,-3.2976,4956
699690,7459080.5,3.1496,0.02,-3.1496,4957
699778,7458804,7.2672,0.02,-7.2672,4958
699832.4486,7458869.233,5.1244,0.02,-5.1244,4959
699789.7243,7458907.616,5.3198,0.02,-5.3198,4960
699805.2243,7458836.616,6.1837,0.02,-6.1837,4961
699734.5,7458813,8.0266,0.02,-8.0266,4962
699728.5,7458851,7.5008,0.02,-7.5008,4963
699759.1122,7458879.308,6.4041,0.02,-6.4041,4964
699747,7458946,5.4412,0.02,-5.4412,4965
699713,7458922,6.5353,0.02,-6.5353,4966
699717.5,7458981,5.2339,0.02,-5.2339,4967
699683,7458959.5,6.3235,0.02,-6.3235,4968
700039,7458640,3.8036,0.02,-3.8036,4969
700014.1012,7458597.998,4.7525,0.02,-4.7525,4970
700059.5,7458618,3.64,0.02,-3.64,4971
700037.0506,7458580.499,4.5111,0.02,-4.5111,4972
700141,7458579,2.8717,0.02,-2.8717,4973
700206,7458597,0.7529,0.02,-0.7529,4974
700080,7458596,3.5838,0.02,-3.5838,4975
700173.5,7458588,1.7825,0.02,-1.7825,4976
700221.5,7458551.5,0.9716,0.02,-0.9716,4977
700060,7458563,4.3678,0.02,-4.3678,4978
700110.5,7458587.5,3.2169,0.02,-3.2169,4979
700141,7458531.5,3.4195,0.02,-3.4195,4980
700181.25,7458541.5,2.2126,0.02,-2.2126,4981
700100.5,7458547.25,3.9258,0.02,-3.9258,4982
700237,7458506,1.0923,0.02,-1.0923,4983
700189,7458495,2.4474,0.02,-2.4474,4984
700250.5,7458460,1.1689,0.02,-1.1689,4985
700203.75,7458446.75,2.4231,0.02,-2.4231,4986
700264,7458414,1.2758,0.02,-1.2758,4987
700218.5,7458398.5,2.3329,0.02,-2.3329,4988
700274.5,7458365,1.313,0.02,-1.313,4989
700226,7458350.5,2.3465,0.02,-2.3465,4990
700285,7458316,1.2465,0.02,-1.2465,4991
700286.5,7458266.5,1.2632,0.02,-1.2632,4992
700233.5,7458302.5,2.2761,0.02,-2.2761,4993
700234.25,7458253.25,2.3453,0.02,-2.3453,4994
700288,7458217,1.2029,0.02,-1.2029,4995
700235,7458204,2.2862,0.02,-2.2862,4996
700290,7458170,1.1496,0.02,-1.1496,4997
700237.8525,7458154.465,2.1072,0.02,-2.1072,4998
700292,7458123,1.1705,0.02,-1.1705,4999
700240.705,7458104.929,2.1341,0.02,-2.1341,5000
700294,7458077.5,1.0329,0.02,-1.0329,5001
700296,7458032,0.345,0.02,-0.345,5002
700245.8525,7458062.215,1.7745,0.02,-1.7745,5003
700251,7458019.5,0.5975,0.02,-0.5975,5004
700014.6012,7458542.998,5.316,0.02,-5.316,5005
699994.0506,7458512.999,6.028,0.02,-6.028,5006
699989.2023,7458555.995,5.6682,0.02,-5.6682,5007
699968.1012,7458524.998,6.3948,0.02,-6.3948,5008
699965.2657,7458573.351,5.9651,0.02,-5.9651,5009
699943.8828,7458540.176,6.7069,0.02,-6.7069,5010
699941.329,7458590.707,6.2892,0.02,-6.2892,5011
699919.6645,7458555.354,7.0361,0.02,-7.0361,5012
699910.1645,7458613.354,6.7228,0.02,-6.7228,5013
699888.0822,7458576.927,7.4561,0.02,-7.4561,5014
699879,7458636,7.1457,0.02,-7.1457,5015
699847.5,7458656,7.6081,0.02,-7.6081,5016
699856.5,7458598.5,7.9003,0.02,-7.9003,5017
699823.75,7458619.5,8.3961,0.02,-8.3961,5018
699816,7458676,8.0914,0.02,-8.0914,5019
699779.5,7458701,8.5583,0.02,-8.5583,5020
699791,7458640.5,8.8489,0.02,-8.8489,5021
699755.75,7458664,9.2915,0.02,-9.2915,5022
699720.5,7458687.5,9.8012,0.02,-9.8012,5023
699743,7458726,9.083,0.02,-9.083,5024
699717,7458743.5,9.4253,0.02,-9.4253,5025
699704.5,7458708.5,9.9872,0.02,-9.9872,5026
699682.25,7458728.75,10.2711,0.02,-10.2711,5027
699691,7458761,9.7454,0.02,-9.7454,5028
699691,7458791.5,9.3066,0.02,-9.3066,5029
699660,7458749,10.258,0.02,-10.258,5030
699651.75,7458781.5,9.9761,0.02,-9.9761,5031
699712,7459187.5,0.4255,0.02,-0.4255,5032
699745,7459230,-0.3551,0.02,0.3551,5033
699666.3321,7459214.476,0.4423,0.02,-0.4423,5034
699698,7459256.5,-0.4672,0.02,0.4672,5035
699691,7458822,8.7753,0.02,-8.7753,5036
699643.5,7458814,9.5727,0.02,-9.5727,5037
699685,7458860,8.198,0.02,-8.198,5038
699632.5,7458850,9.1629,0.02,-9.1629,5039
699679,7459145,1.768,0.02,-1.768,5040
699651,7459111.5,2.8712,0.02,-2.8712,5041
699634.6642,7459172.452,1.8304,0.02,-1.8304,5042
699612.8392,7459133.051,2.9295,0.02,-2.9295,5043
699688,7459016,4.9044,0.02,-4.9044,5044
699623,7459078,4.0003,0.02,-4.0003,5045
699655.5,7459047,4.4108,0.02,-4.4108,5046
699653,7458997,5.8506,0.02,-5.8506,5047
699591.0143,7459093.649,4.0066,0.02,-4.0066,5048
699586.5,7459055.5,4.9481,0.02,-4.9481,5049
699619.75,7459026.25,5.4027,0.02,-5.4027,5050
699679,7458898,7.6041,0.02,-7.6041,5051
699621.5,7458886,8.7766,0.02,-8.7766,5052
699648.5,7458938,7.3,0.02,-7.3,5053
699600,7458926.5,8.2726,0.02,-8.2726,5054
699618,7458978,6.7651,0.02,-6.7651,5055
699584,7459005.5,6.4388,0.02,-6.4388,5056
699578.5,7458967,7.579,0.02,-7.579,5057
700040,7458530,5.0302,0.02,-5.0302,5058
700020,7458501,5.6707,0.02,-5.6707,5059
700090.5,7458507,4.4634,0.02,-4.4634,5060
700066.25,7458477,5.1275,0.02,-5.1275,5061
700141,7458484,3.7761,0.02,-3.7761,5062
700157,7458433.5,3.649,0.02,-3.649,5063
700112.5,7458453,4.482,0.02,-4.482,5064
700120.75,7458408.5,4.5212,0.02,-4.5212,5065
700173,7458383,3.4412,0.02,-3.4412,5066
700129,7458364,4.4392,0.02,-4.4392,5067
700177.5,7458336,3.4535,0.02,-3.4535,5068
700133.25,7458319.25,4.4625,0.02,-4.4625,5069
700182,7458289,3.4983,0.02,-3.4983,5070
700137.5,7458274.5,4.6354,0.02,-4.6354,5071
700182,7458240,3.7029,0.02,-3.7029,5072
700138.75,7458226.75,4.9108,0.02,-4.9108,5073
700182,7458191,3.7453,0.02,-3.7453,5074
700140,7458179,4.771,0.02,-4.771,5075
700185.705,7458138.929,3.2122,0.02,-3.2122,5076
700144.3525,7458127.715,3.8349,0.02,-3.8349,5077
700189.41,7458086.859,2.5289,0.02,-2.5289,5078
700148.705,7458076.429,2.6656,0.02,-2.6656,5079
700197.705,7458046.929,1.8312,0.02,-1.8312,5080
700206,7458007,0.7431,0.02,-0.7431,5081
700157.1025,7458026.465,1.7232,0.02,-1.7232,5082
700165.5,7457976.5,0.77,0.02,-0.77,5083
700042,7458447,5.7499,0.02,-5.7499,5084
700011,7458440,6.3238,0.02,-6.3238,5085
700000,7458472,6.3182,0.02,-6.3182,5086
699973.5,7458483,6.679,0.02,-6.679,5087
699981.5,7458440.5,6.8262,0.02,-6.8262,5088
699951.25,7458448,7.3067,0.02,-7.3067,5089
699947,7458494,7.0571,0.02,-7.0571,5090
699922.5,7458507,7.401,0.02,-7.401,5091
699921,7458455.5,7.7876,0.02,-7.7876,5092
699897,7458469.25,8.1182,0.02,-8.1182,5093
699898,7458520,7.7482,0.02,-7.7482,5094
699873,7458483,8.4373,0.02,-8.4373,5095
699866,7458540.5,8.1636,0.02,-8.1636,5096
699841,7458504,8.8679,0.02,-8.8679,5097
699834,7458561,8.6081,0.02,-8.6081,5098
699800,7458583,9.1015,0.02,-9.1015,5099
699809,7458525,9.3153,0.02,-9.3153,5100
699775,7458547.25,9.5867,0.02,-9.5867,5101
699766,7458605,9.4324,0.02,-9.4324,5102
699732,7458627,9.8445,0.02,-9.8445,5103
699741,7458569.5,9.891,0.02,-9.891,5104
699707.5,7458592,10.2636,0.02,-10.2636,5105
699698,7458649,10.3251,0.02,-10.3251,5106
699674,7458614.5,10.6571,0.02,-10.6571,5107
699682,7458670,10.5214,0.02,-10.5214,5108
699653.5,7458637.75,10.8439,0.02,-10.8439,5109
699666,7458691,10.6042,0.02,-10.6042,5110
699633,7458661,11.0143,0.02,-11.0143,5111
699647.5,7458714,10.6777,0.02,-10.6777,5112
699611.25,7458688,11.1503,0.02,-11.1503,5113
699629,7458737,10.7121,0.02,-10.7121,5114
699589.5,7458715,11.2374,0.02,-11.2374,5115
699612.5,7458771.5,10.5528,0.02,-10.5528,5116
699571,7458751,11.1721,0.02,-11.1721,5117
699596,7458806,10.3267,0.02,-10.3267,5118
699580,7458840,10.0825,0.02,-10.0825,5119
699552.5,7458787,11.0086,0.02,-11.0086,5120
699534.25,7458825,10.7254,0.02,-10.7254,5121
699620.6642,7459241.452,0.6321,0.02,-0.6321,5122
699651,7459283,-0.3458,0.02,0.3458,5123
699572.5821,7459263.226,0.6655,0.02,-0.6655,5124
699603,7459308,-0.5628,0.02,0.5628,5125
699590.3283,7459199.903,2.0612,0.02,-2.0612,5126
699574.6784,7459154.601,3.0407,0.02,-3.0407,5127
699542.1642,7459218.452,2.2547,0.02,-2.2547,5128
699523.3392,7459171.301,3.261,0.02,-3.261,5129
699564,7458874,9.8096,0.02,-9.8096,5130
699516,7458863,10.449,0.02,-10.449,5131
699551.5,7458915,9.2169,0.02,-9.2169,5132
699496.75,7458909.75,10.0093,0.02,-10.0093,5133
699559.0286,7459109.299,4.0373,0.02,-4.0373,5134
699504.5143,7459124.149,4.2951,0.02,-4.2951,5135
699554.5143,7459071.149,4.9818,0.02,-4.9818,5136
699497.7571,7459083.075,5.3605,0.02,-5.3605,5137
699550,7459033,6.0848,0.02,-6.0848,5138
699539,7458956,8.4804,0.02,-8.4804,5139
699477.5,7458956.5,9.4123,0.02,-9.4123,5140
699491,7459042,6.6843,0.02,-6.6843,5141
699544.5,7458994.5,7.3495,0.02,-7.3495,5142
699484.25,7458999.25,8.1203,0.02,-8.1203,5143
700084,7458422,5.1254,0.02,-5.1254,5144
700084.5,7458383.5,5.2276,0.02,-5.2276,5145
700053,7458415,5.7105,0.02,-5.7105,5146
700051,7458378,5.8587,0.02,-5.8587,5147
700085,7458345,5.3151,0.02,-5.3151,5148
700049,7458341,6.011,0.02,-6.011,5149
700089,7458302.5,5.3723,0.02,-5.3723,5150
700050.75,7458298,6.1324,0.02,-6.1324,5151
700093,7458260,5.5481,0.02,-5.5481,5152
700052.5,7458255,6.3092,0.02,-6.3092,5153
700095.5,7458213.5,5.7156,0.02,-5.7156,5154
700053.5,7458208.75,6.426,0.02,-6.426,5155
700098,7458167,5.4284,0.02,-5.4284,5156
700054.5,7458162.5,6.2241,0.02,-6.2241,5157
700103,7458116.5,4.5537,0.02,-4.5537,5158
700057.25,7458112.75,5.6548,0.02,-5.6548,5159
700108,7458066,3.4548,0.02,-3.4548,5160
700060,7458063,4.9159,0.02,-4.9159,5161
700116.5,7458006,2.4475,0.02,-2.4475,5162
700063.1047,7458006.682,4.1367,0.02,-4.1367,5163
700125,7457946,0.7035,0.02,-0.7035,5164
700066.2094,7457950.364,2.5784,0.02,-2.5784,5165
700061.3792,7457912.952,1.8195,0.02,-1.8195,5166
700056.5489,7457875.54,1.3331,0.02,-1.3331,5167
700118.0201,7457917.984,0.3148,0.02,-0.3148,5168
700111.0401,7457889.969,0.1246,0.02,-0.1246,5169
700022,7458408,6.2896,0.02,-6.2896,5170
700017.5,7458372.5,6.4885,0.02,-6.4885,5171
699992.5,7458408.5,6.7935,0.02,-6.7935,5172
699986.4841,7458372.269,7.0346,0.02,-7.0346,5173
699963,7458409,7.297,0.02,-7.297,5174
699929,7458413,7.8609,0.02,-7.8609,5175
699955.4682,7458372.038,7.5809,0.02,-7.5809,5176
699918.7341,7458375.519,8.2107,0.02,-8.2107,5177
699895,7458417,8.4055,0.02,-8.4055,5178
699871.5,7458431.5,8.7228,0.02,-8.7228,5179
699882,7458379,8.7666,0.02,-8.7666,5180
699854.25,7458395,9.1389,0.02,-9.1389,5181
699848,7458446,9.0501,0.02,-9.0501,5182
699816,7458467.5,9.501,0.02,-9.501,5183
699826.5,7458411,9.5343,0.02,-9.5343,5184
699793.25,7458432,9.9209,0.02,-9.9209,5185
699784,7458489,9.7564,0.02,-9.7564,5186
699750,7458511.5,9.9363,0.02,-9.9363,5187
699760,7458453,10.0198,0.02,-10.0198,5188
699725.25,7458476,10.1335,0.02,-10.1335,5189
699716,7458534,10.2008,0.02,-10.2008,5190
699683,7458557,10.5549,0.02,-10.5549,5191
699690.5,7458499,10.3763,0.02,-10.3763,5192
699657,7458523,10.7986,0.02,-10.7986,5193
699650,7458580,10.9178,0.02,-10.9178,5194
699625,7458605.5,11.1635,0.02,-11.1635,5195
