X,Y,Profundidade,Rugosidade,Z,Nó
695146.3738,7460724.617,1.0834,0.02,-1.0834,1093
695137.1799,7460728.64,1.0836,0.02,-1.0836,1094
695135.1825,7460733.604,-0.4746,0.02,0.4746,1095
695143.9118,7460730.497,1.1287,0.02,-1.1287,1096
695141.6354,7460735.046,1.0241,0.02,-1.0241,1097
695122.8966,7460745.102,-0.4226,0.02,0.4226,1098
695116.6206,7460743.087,-0.5959,0.02,0.5959,1099
695118.0452,7460751.41,-0.5301,0.02,0.5301,1100
695112.5042,7460747.762,-0.6466,0.02,0.6466,1101
695168.4577,7460699.671,-0.8645,0.02,0.8645,1102
695173.7289,7460693.336,-0.9399,0.02,0.9399,1103
695179,7460687,-1.6977,0.02,1.6977,1104
695165.0452,7460706.022,-0.81,0.02,0.81,1105
695172.3395,7460704.81,-0.8319,0.02,0.8319,1106
695177.1698,7460697.655,-0.9445,0.02,0.9445,1107
695182,7460690.5,-1.7115,0.02,1.7115,1108
695161.6327,7460712.372,0.8745,0.02,-0.8745,1109
695159.3937,7460716.572,0.7292,0.02,-0.7292,1110
695168.927,7460711.16,0.8742,0.02,-0.8742,1111
695166.3695,7460716.757,0.6589,0.02,-0.6589,1112
695133.185,7460738.567,-0.3744,0.02,0.3744,1113
695129.1725,7460747.117,-0.2901,0.02,0.2901,1114
695139.359,7460739.596,-0.2286,0.02,0.2286,1115
695131.1788,7460742.842,-0.301,0.02,0.301,1116
695123.5863,7460755.059,-0.4168,0.02,0.4168,1117
695139.0863,7460750.059,-0.0842,0.02,0.0842,1118
695132.5431,7460758.779,-0.2367,0.02,0.2367,1119
695141.5,7460762.5,-0.0618,0.02,0.0618,1120
695139.2226,7460744.827,-0.0769,0.02,0.0769,1121
695157.1546,7460720.772,0.5922,0.02,-0.5922,1122
695153.8992,7460726.563,1.2191,0.02,-1.2191,1123
695163.8121,7460722.354,0.4562,0.02,-0.4562,1124
695160.4686,7460728.738,2.293,0.02,-2.293,1125
695150.6437,7460732.353,1.2627,0.02,-1.2627,1126
695145.533,7460740.625,1.0771,0.02,-1.0771,1127
695147.2665,7460746.813,-1.1978,0.02,1.1978,1128
695157.1252,7460735.122,1.2557,0.02,-1.2557,1129
695148.0884,7460736.489,1.1652,0.02,-1.1652,1130
695152.1959,7460740.967,1.2655,0.02,-1.2655,1131
695113.1939,7460757.719,-0.6329,0.02,0.6329,1132
695108.3877,7460752.437,-0.7332,0.02,0.7332,1133
695106.0612,7460764.737,-0.7764,0.02,0.7764,1134
695101.6224,7460759.975,-0.8691,0.02,0.8691,1135
695118,7460763,-0.5366,0.02,0.5366,1136
695110.5,7460769.5,-0.687,0.02,0.687,1137
695126,7460767.5,-0.3803,0.02,0.3803,1138
695134,7460772,-0.2296,0.02,0.2296,1139
695118.25,7460774,-0.537,0.02,0.537,1140
695126,7460778.5,-0.3923,0.02,0.3923,1141
695180.6107,7460701.974,-0.936,0.02,0.936,1142
695185,7460694,-1.6213,0.02,1.6213,1143
695187.8776,7460705.3,-0.798,0.02,0.798,1144
695191.5,7460698,-1.4173,0.02,1.4173,1145
695176.2213,7460709.948,0.8816,0.02,-0.8816,1146
695184.2552,7460712.599,0.702,0.02,-0.702,1147
695173.3455,7460716.942,0.5874,0.02,-0.5874,1148
695181.245,7460719.784,0.3785,0.02,-0.3785,1149
695170.4696,7460723.936,0.3109,0.02,-0.3109,1150
695178.2348,7460726.968,0.0742,0.02,-0.0742,1151
695167.0382,7460730.914,1.2613,0.02,-1.2613,1152
695174.5191,7460733.957,1.1905,0.02,-1.1905,1153
695149,7460753,0.1171,0.02,-0.1171,1154
695163.6067,7460737.891,1.3671,0.02,-1.3671,1155
695156.3034,7460745.446,1.296,0.02,-1.296,1156
695170.8034,7460740.946,1.2432,0.02,-1.2432,1157
695164.4017,7460747.973,1.26,0.02,-1.26,1158
695158,7460755,0.2983,0.02,-0.2983,1159
695098.9286,7460771.757,-0.9121,0.02,0.9121,1160
695094.8571,7460767.513,-0.997,0.02,0.997,1161
695089.2576,7460779.97,-1.086,0.02,1.086,1162
695083.5153,7460776.44,-1.1368,0.02,1.1368,1163
695103,7460776,-0.8299,0.02,0.8299,1164
695095,7460783.5,-0.9732,0.02,0.9732,1165
695110.5,7460780.5,-0.6858,0.02,0.6858,1166
695118,7460785,-0.547,0.02,0.547,1167
695101.5,7460788,-0.8489,0.02,0.8489,1168
695108,7460792.5,-0.7292,0.02,0.7292,1169
695079.5867,7460788.184,-1.0597,0.02,1.0597,1170
695072.1734,7460785.367,-1.1034,0.02,1.1034,1171
695076.2959,7460797.79,-1.0401,0.02,1.0401,1172
695068.5918,7460796.079,-1.0845,0.02,1.0845,1173
695195.1446,7460708.625,-0.8387,0.02,0.8387,1174
695198,7460702,-1.1904,0.02,1.1904,1175
695203.5723,7460712.313,0.5926,0.02,-0.5926,1176
695205.5,7460705,-0.9853,0.02,0.9853,1177
695192.2891,7460715.25,0.5036,0.02,-0.5036,1178
695201.6446,7460719.625,0.1956,0.02,-0.1956,1179
695189.1446,7460722.625,0.1499,0.02,-0.1499,1180
695197.8223,7460726.313,-0.1554,0.02,0.1554,1181
695186,7460730,0.1833,0.02,-0.1833,1182
695182,7460737,1.1462,0.02,-1.1462,1183
695194,7460733,0.4637,0.02,-0.4637,1184
695190.25,7460740,1.1767,0.02,-1.1767,1185
695178,7460744,1.1717,0.02,-1.1717,1186
695186.5,7460747,1.1937,0.02,-1.1937,1187
695172.5,7460750.5,1.3208,0.02,-1.3208,1188
695167,7460757,0.4767,0.02,-0.4767,1189
695181.5,7460753.5,1.2795,0.02,-1.2795,1190
695176.5,7460760,0.6576,0.02,-0.6576,1191
695087,7460791,-1.1071,0.02,1.1071,1192
695092.5,7460795.5,-1.0015,0.02,1.0015,1193
695098,7460800,-0.9056,0.02,0.9056,1194
695084,7460799.5,-1.0975,0.02,1.0975,1195
695089.75,7460805.75,-1.0504,0.02,1.0504,1196
695095.5,7460812,-0.9673,0.02,0.9673,1197
695081,7460808,-1.0954,0.02,1.0954,1198
695073.0051,7460807.396,-1.037,0.02,1.037,1199
695065.0101,7460806.791,-1.0787,0.02,1.0787,1200
695087,7460816,-1.0968,0.02,1.0968,1201
695076.7525,7460819.198,-1.0418,0.02,1.0418,1202
695066.5051,7460822.396,-1.0808,0.02,1.0808,1203
695212,7460716,0.359,0.02,-0.359,1204
695213,7460708,-0.7844,0.02,0.7844,1205
695220.8402,7460717.375,0.2549,0.02,-0.2549,1206
695222.5,7460708.5,-0.712,0.02,0.712,1207
695211,7460724,-0.0689,0.02,0.0689,1208
695206.5,7460730,-0.3861,0.02,0.3861,1209
695219.1803,7460726.249,-0.2067,0.02,0.2067,1210
695214.8402,7460732.625,-0.538,0.02,0.538,1211
695202,7460736,0.7118,0.02,-0.7118,1212
695210.5,7460739,0.878,0.02,-0.878,1213
695198.5,7460743,1.0935,0.02,-1.0935,1214
695207.5,7460745.75,1.2025,0.02,-1.2025,1215
695195,7460750,1.0994,0.02,-1.0994,1216
695204.5,7460752.5,1.1618,0.02,-1.1618,1217
695190.5,7460756.5,1.1964,0.02,-1.1964,1218
695186,7460763,0.834,0.02,-0.834,1219
695200.5,7460759.75,1.1154,0.02,-1.1154,1220
695196.5,7460767,1.0193,0.02,-1.0193,1221
695093,7460824,-1.0192,0.02,1.0192,1222
695080.5,7460831,-1.0471,0.02,1.0471,1223
695068,7460838,-1.0831,0.02,1.0831,1224
695085.25,7460847.5,-1.0544,0.02,1.0544,1225
695072.5,7460853,-1.0885,0.02,1.0885,1226
695098,7460842,-0.9892,0.02,0.9892,1227
695229.6803,7460718.749,0.1548,0.02,-0.1548,1228
695232,7460709,-0.6412,0.02,0.6412,1229
695227.3606,7460728.498,-0.3387,0.02,0.3387,1230
695219,7460742,1.0362,0.02,-1.0362,1231
695223.1803,7460735.249,-0.6831,0.02,0.6831,1232
695216.5,7460748.5,1.1789,0.02,-1.1789,1233
695214,7460755,1.1429,0.02,-1.1429,1234
695210.5,7460763,1.0956,0.02,-1.0956,1235
695207,7460771,1.0449,0.02,-1.0449,1236
695090,7460864,-0.9273,0.02,0.9273,1237
695077,7460868,-1.0891,0.02,1.0891,1238
695103,7460860,-0.9752,0.02,0.9752,1239
695103.75,7460876.75,-0.9922,0.02,0.9922,1240
695090,7460885.5,-1.0777,0.02,1.0777,1241
695117.5,7460868,-0.8831,0.02,0.8831,1242
695238.5189,7460719.084,0.11,0.02,-0.11,1243
695241,7460707.5,-0.6726,0.02,0.6726,1244
695236.0379,7460730.668,-0.4617,0.02,0.4617,1245
695227,7460749,1.169,0.02,-1.169,1246
695231.5189,7460739.834,-0.9207,0.02,0.9207,1247
695224.5,7460755.5,1.1371,0.02,-1.1371,1248
695220.75,7460765,1.0868,0.02,-1.0868,1249
695217,7460774.5,1.0321,0.02,-1.0321,1250
695247.3576,7460719.419,0.0661,0.02,-0.0661,1251
695250,7460706,-0.6998,0.02,0.6998,1252
695244.7151,7460732.837,-0.5787,0.02,0.5787,1253
695239.8576,7460744.419,-1.1463,0.02,1.1463,1254
695235,7460756,1.132,0.02,-1.132,1255
695231,7460767,1.0806,0.02,-1.0806,1256
695227,7460778,1.0237,0.02,-1.0237,1257
695117.5,7460889.5,-0.9416,0.02,0.9416,1258
695103,7460903,-1.0309,0.02,1.0309,1259
695132,7460876,-0.8138,0.02,0.8138,1260
695135,7460904.75,-0.9215,0.02,0.9215,1261
695121.5,7460917.5,-0.9916,0.02,0.9916,1262
695148.5,7460892,-0.8024,0.02,0.8024,1263
695258.1788,7460719.209,-0.0425,0.02,0.0425,1264
695260.5,7460704,-0.7378,0.02,0.7378,1265
695255.8576,7460734.419,0.6639,0.02,-0.6639,1266
695251.6788,7460746.459,1.161,0.02,-1.161,1267
695247.5,7460758.5,1.1196,0.02,-1.1196,1268
695243.5,7460769.75,1.0752,0.02,-1.0752,1269
695239.5,7460781,1.0252,0.02,-1.0252,1270
695269,7460719,-0.0182,0.02,0.0182,1271
695271,7460702,-0.7691,0.02,0.7691,1272
695267,7460736,0.7435,0.02,-0.7435,1273
695263.5,7460748.5,1.1455,0.02,-1.1455,1274
695260,7460761,1.1111,0.02,-1.1111,1275
695256,7460772.5,1.0741,0.02,-1.0741,1276
695252,7460784,1.0313,0.02,-1.0313,1277
695152.5,7460920,-0.9192,0.02,0.9192,1278
695165,7460908,-0.8324,0.02,0.8324,1279
695140,7460932,-0.9865,0.02,0.9865,1280
695176.25,7460933.5,-0.9331,0.02,0.9331,1281
695193,7460916,-0.7929,0.02,0.7929,1282
695159.5,7460951,-1.0351,0.02,1.0351,1283
695282.4687,7460717.658,-0.0331,0.02,0.0331,1284
695283.4373,7460697.317,-0.8964,0.02,0.8964,1285
695281.5,7460738,0.8364,0.02,-0.8364,1286
695277.5,7460751.5,1.13,0.02,-1.13,1287
695273.5,7460765,1.1037,0.02,-1.1037,1288
695269,7460777,1.0736,0.02,-1.0736,1289
695264.5,7460789,1.0368,0.02,-1.0368,1290
695295.9373,7460716.317,-0.0424,0.02,0.0424,1291
695295.8746,7460692.633,-1.0054,0.02,1.0054,1292
695296,7460740,0.9201,0.02,-0.9201,1293
695291.5,7460754.5,1.1197,0.02,-1.1197,1294
695287,7460769,1.1029,0.02,-1.1029,1295
695282,7460781.5,1.0804,0.02,-1.0804,1296
695277,7460794,1.05,0.02,-1.05,1297
695200,7460947,-0.9855,0.02,0.9855,1298
695221,7460924,-0.7152,0.02,0.7152,1299
695179,7460970,-1.0718,0.02,1.0718,1300
695216.75,7460964.25,-1.02,0.02,1.02,1301
695236,7460942.5,-0.812,0.02,0.812,1302
695197.5,7460986,-1.0916,0.02,1.0916,1303
695317.3969,7460716.162,-0.0418,0.02,0.0418,1304
695318.2867,7460691.066,-0.9609,0.02,0.9609,1305
695316.5072,7460741.258,0.9007,0.02,-0.9007,1306
695312.2281,7460757.006,1.101,0.02,-1.101,1307
695307.9492,7460772.755,1.115,0.02,-1.115,1308
695303.7246,7460786.127,1.1087,0.02,-1.1087,1309
695299.5,7460799.5,1.0793,0.02,-1.0793,1310
695338.8566,7460716.007,-0.2098,0.02,0.2098,1311
695340.6988,7460689.498,-1.0529,0.02,1.0529,1312
695358.5012,7460716.835,-0.3339,0.02,0.3339,1313
695360.3558,7460688.322,-1.1186,0.02,1.1186,1314
695337.0143,7460742.516,0.6938,0.02,-0.6938,1315
695356.6466,7460745.349,0.5282,0.02,-0.5282,1316
695332.9563,7460759.513,0.8701,0.02,-0.8701,1317
695353.4233,7460763.18,0.6598,0.02,-0.6598,1318
695328.8983,7460776.509,0.9541,0.02,-0.9541,1319
695350.2001,7460781.011,0.7783,0.02,-0.7783,1320
695325.4492,7460790.755,1.0127,0.02,-1.0127,1321
695322,7460805,0.9838,0.02,-0.9838,1322
695347.6,7460797.006,0.8715,0.02,-0.8715,1323
695345,7460813,0.7932,0.02,-0.7932,1324
695233.5,7460981.5,-1.018,0.02,1.018,1325
695251,7460961,-0.9194,0.02,0.9194,1326
695216,7461002,-1.0894,0.02,1.0894,1327
695260,7460997,-1.0187,0.02,1.0187,1328
695274,7460974,-0.9075,0.02,0.9075,1329
695246,7461020,-1.0752,0.02,1.0752,1330
695373.8903,7460766.847,0.4666,0.02,-0.4666,1331
695398.055,7460772.835,0.2775,0.02,-0.2775,1332
695376.2788,7460748.182,0.2986,0.02,-0.2986,1333
695378.1458,7460717.664,-0.4638,0.02,0.4638,1334
695402.1107,7460752.818,0.0256,0.02,-0.0256,1335
695380.0128,7460687.146,-1.1741,0.02,1.1741,1336
695408.4628,7460726.382,-0.5227,0.02,0.5227,1337
695414.8149,7460699.947,-1.0966,0.02,1.0966,1338
695371.5018,7460785.513,0.6245,0.02,-0.6245,1339
695393.9993,7460792.853,0.5108,0.02,-0.5108,1340
695369.7509,7460803.256,0.7064,0.02,-0.7064,1341
695368,7460821,0.647,0.02,-0.647,1342
695391.9996,7460811.927,0.5603,0.02,-0.5603,1343
695390,7460831,0.5457,0.02,-0.5457,1344
695414.2484,7460820.597,0.4608,0.02,-0.4608,1345
695438.1242,7460825.798,0.3693,0.02,-0.3693,1346
695286.5,7461012.5,-1.0434,0.02,1.0434,1347
695276,7461038,-1.0774,0.02,1.0774,1348
695297,7460987,-0.9182,0.02,0.9182,1349
695329,7461015.25,-0.9695,0.02,0.9695,1350
695333,7461045,-1.0624,0.02,1.0624,1351
695325,7460985.5,-0.823,0.02,0.823,1352
697119.1999,7462056.311,0.8,0.02,-0.8,1353
697105.5408,7462047.287,0.8,0.02,-0.8,1354
697110.8664,7462069.181,0.8,0.02,-0.8,1355
697132.8589,7462065.335,0.8,0.02,-0.8,1356
697094.298,7462058.332,0.8,0.02,-0.8,1357
697127.4347,7462080.029,0.8,0.02,-0.8,1358
695416.4968,7460800.194,0.4127,0.02,-0.4127,1359
695427.9426,7460757.453,-0.191,0.02,0.191,1360
695422.2197,7460778.823,0.1213,0.02,-0.1213,1361
695440.2484,7460807.597,0.2882,0.02,-0.2882,1362
695438.7798,7460735.1,-0.5604,0.02,0.5604,1363
695470.9713,7460772.727,-0.2363,0.02,0.2363,1364
695449.6169,7460712.747,-0.9296,0.02,0.9296,1365
695455.6098,7460790.162,0.0562,0.02,-0.0562,1366
695480.5881,7460738.998,-0.6595,0.02,0.6595,1367
695490.2049,7460705.27,-1.0402,0.02,1.0402,1368
695412,7460841,0.4977,0.02,-0.4977,1369
695460,7460847,0.3799,0.02,-0.3799,1370
695464,7460815,0.1888,0.02,-0.1888,1371
695489,7460801.5,-0.0453,0.02,0.0453,1372
695436,7460844,0.4451,0.02,-0.4451,1373
695479,7460865.5,0.3636,0.02,-0.3636,1374
695462,7460831,0.2866,0.02,-0.2866,1375
695484,7460833.5,0.2097,0.02,-0.2097,1376
695446.75,7460874.5,0.4062,0.02,-0.4062,1377
695414.5,7460883.5,0.3875,0.02,-0.3875,1378
695371.5,7461018,-0.842,0.02,0.842,1379
695353,7460984,-0.6878,0.02,0.6878,1380
695403,7460989.5,-0.5083,0.02,0.5083,1381
695385,7460955,-0.3105,0.02,0.3105,1382
695417,7460926,0.1188,0.02,-0.1188,1383
695457.5,7460905,0.3745,0.02,-0.3745,1384
695434.5,7460961,-0.0758,0.02,0.0758,1385
695471,7460939.5,0.2915,0.02,-0.2915,1386
695390,7461052,-1.0123,0.02,1.0123,1387
695421,7461024,-0.7336,0.02,0.7336,1388
695450.5,7461053,-0.7972,0.02,0.7972,1389
695423,7461085.5,-1.1147,0.02,1.1147,1390
695480,7461082,-0.8288,0.02,0.8288,1391
695456,7461119,-1.1099,0.02,1.1099,1392
695505.1581,7461100.852,-0.8588,0.02,0.8588,1393
695483.3161,7461133.704,-1.0874,0.02,1.0874,1394
697127.5334,7462043.441,0.8,0.02,-0.8,1395
697116.7836,7462036.241,0.8,0.02,-0.8,1396
697138.2831,7462050.64,0.8,0.02,-0.8,1397
697134.633,7462032.602,0.8,0.02,-0.8,1398
697125.8568,7462024.604,0.8,0.02,-0.8,1399
697143.4093,7462040.601,0.8,0.02,-0.8,1400
697141.7327,7462021.764,0.8,0.02,-0.8,1401
697148.5355,7462030.561,0.8,0.02,-0.8,1402
697152.1866,7462024.032,0.8,0.02,-0.8,1403
697780.7449,7461987.291,0.8,0.02,-0.8,1404
697779.7575,7461995.544,0.8,0.02,-0.8,1405
697788.7154,7461987.715,0.8,0.02,-0.8,1406
697772.7745,7461986.869,0.8,0.02,-0.8,1407
697789.6323,7461996.108,0.8,0.02,-0.8,1408
697769.8826,7461994.98,0.8,0.02,-0.8,1409
695522.3964,7460742.897,-0.7961,0.02,0.7961,1410
695530.7928,7460697.793,-1.0807,0.02,1.0807,1411
695566.0843,7460756.263,-0.807,0.02,0.807,1412
695574.6686,7460713.527,-1.0287,0.02,1.0287,1413
695514,7460788,-0.3317,0.02,0.3317,1414
695506,7460836,0.1405,0.02,-0.1405,1415
695557.5,7460799,-0.4224,0.02,0.4224,1416
695550.5,7460844.75,0.0597,0.02,-0.0597,1417
695498,7460884,0.3807,0.02,-0.3807,1418
695452,7460996,-0.2503,0.02,0.2503,1419
695517,7460952,0.5789,0.02,-0.5789,1420
695507.5,7460918,0.4666,0.02,-0.4666,1421
695548.5,7460969.5,0.6102,0.02,-0.6102,1422
695543.5,7460890.5,0.3882,0.02,-0.3882,1423
695484.5,7460974,0.1978,0.02,-0.1978,1424
695478,7461020.5,-0.2734,0.02,0.2734,1425
695546,7460930,0.5823,0.02,-0.5823,1426
695513.25,7460995,0.2473,0.02,-0.2473,1427
695530.3161,7461119.704,-0.9369,0.02,0.9369,1428
695510.6322,7461148.407,-1.0856,0.02,1.0856,1429
695563.5807,7461121.391,-0.8548,0.02,0.8548,1430
695551.6613,7461160.283,-1.0774,0.02,1.0774,1431
695504,7461045,-0.3516,0.02,0.3516,1432
695550,7461091,-0.5974,0.02,0.5974,1433
695527,7461068,-0.4618,0.02,0.4618,1434
695542,7461016,0.2387,0.02,-0.2387,1435
695575.5,7461082.5,-0.41,0.02,0.41,1436
695558.75,7461049.25,-0.1072,0.02,0.1072,1437
697134.9299,7462012.967,0.8,0.02,-0.8,1438
697145.3838,7462015.235,0.8,0.02,-0.8,1439
697155.8376,7462017.503,0.8,0.02,-0.8,1440
697146.0915,7462004.093,0.8,0.02,-0.8,1441
697136.4754,7462002.112,0.8,0.02,-0.8,1442
697155.7076,7462006.075,0.8,0.02,-0.8,1443
697781.7324,7461979.039,0.8,0.02,-0.8,1444
697787.7984,7461979.321,0.8,0.02,-0.8,1445
697775.6664,7461978.757,0.8,0.02,-0.8,1446
697782.3319,7461973.008,0.8,0.02,-0.8,1447
697788.01,7461973.255,0.8,0.02,-0.8,1448
697776.6539,7461972.762,0.8,0.02,-0.8,1449
695681.6614,7461188.282,-1.1503,0.02,1.1503,1450
695667,7461210.5,-1.1421,0.02,1.1421,1451
695698.8228,7461195.565,-1.1953,0.02,1.1953,1452
695684,7461220,-1.1867,0.02,1.1867,1453
695609.7722,7460769.63,-0.7895,0.02,0.7895,1454
695618.5443,7460729.26,-1.0334,0.02,1.0334,1455
695651.6361,7460772.565,-0.8553,0.02,0.8553,1456
695661.7722,7460732.13,-1.0734,0.02,1.0734,1457
695664.5,7461181,-1.1032,0.02,1.1032,1458
695650,7461201,-1.0948,0.02,1.0948,1459
695648.1726,7461163.039,-0.9951,0.02,0.9951,1460
695621.3452,7461186.579,-1.0872,0.02,1.0872,1461
695601,7460810,-0.4354,0.02,0.4354,1462
695595,7460853.5,-0.0353,0.02,0.0353,1463
695641.5,7460813,-0.5268,0.02,0.5268,1464
695636.5,7460854.5,-0.1887,0.02,0.1887,1465
695592.6904,7461172.158,-1.0929,0.02,1.0929,1466
695596.8452,7461123.079,-0.7749,0.02,0.7749,1467
695631.8452,7461145.079,-0.8625,0.02,0.8625,1468
695634.6726,7461103.539,-0.4546,0.02,0.4546,1469
695589,7460897,0.316,0.02,-0.316,1470
695584.5,7460942,0.5382,0.02,-0.5382,1471
695631.5,7460896,0.2032,0.02,-0.2032,1472
695628.25,7460938.5,0.4127,0.02,-0.4127,1473
695580,7460987,0.4669,0.02,-0.4669,1474
695601,7461074,-0.212,0.02,0.212,1475
695637.5,7461062,0.08,0.02,-0.08,1476
695625,7460981,0.4523,0.02,-0.4523,1477
695590.5,7461030.5,0.176,0.02,-0.176,1478
695631.25,7461021.5,0.3332,0.02,-0.3332,1479
695693.5,7460775.5,-0.8909,0.02,0.8909,1480
695705,7460735,-1.0792,0.02,1.0792,1481
695727,7460775.75,-0.9359,0.02,0.9359,1482
695734,7460736.5,-1.0837,0.02,1.0837,1483
695760.5,7460776,-0.9813,0.02,0.9813,1484
695763,7460738,-1.0884,0.02,1.0884,1485
695796.5,7460770,-1.0215,0.02,1.0215,1486
695799,7460731.5,-1.0935,0.02,1.0935,1487
695832.5,7460764,-1.0542,0.02,1.0542,1488
695835,7460725,-1.0974,0.02,1.0974,1489
695860.64,7460764.712,-1.0656,0.02,1.0656,1490
695888.78,7460765.424,-1.0766,0.02,1.0766,1491
695859.28,7460733.424,-1.0987,0.02,1.0987,1492
695883.56,7460741.848,-1.1026,0.02,1.1026,1493
697146.7992,7461992.952,0.8,0.02,-0.8,1494
697138.0209,7461991.257,0.8,0.02,-0.8,1495
697155.5775,7461994.647,0.8,0.02,-0.8,1496
697146.6378,7461979.814,0.8,0.02,-0.8,1497
697138.0209,7461977.855,0.8,0.02,-0.8,1498
697155.2547,7461981.774,0.8,0.02,-0.8,1499
697782.9315,7461966.978,0.8,0.02,-0.8,1500
697777.6414,7461966.766,0.8,0.02,-0.8,1501
697788.2216,7461967.189,0.8,0.02,-0.8,1502
697783.187,7461960.832,0.8,0.02,-0.8,1503
697788.2954,7461961.169,0.8,0.02,-0.8,1504
697778.0788,7461960.495,0.8,0.02,-0.8,1505
698460.6321,7461650.533,0.8,0.02,-0.8,1506
698456.826,7461654.987,0.8,0.02,-0.8,1507
698463.4026,7461652.915,0.8,0.02,-0.8,1508
698464.4382,7461646.08,0.8,0.02,-0.8,1509
698458.742,7461658.145,0.8,0.02,-0.8,1510
698468.0631,7461647.685,0.8,0.02,-0.8,1511
695679,7461161,-1.063,0.02,1.063,1512
695675,7461139.5,-0.8866,0.02,0.8866,1513
695696.3228,7461166.065,-1.1453,0.02,1.1453,1514
695713.6455,7461171.129,-1.21,0.02,1.21,1515
695700.9114,7461141.532,-0.9972,0.02,0.9972,1516
695726.8228,7461143.565,-1.1031,0.02,1.1031,1517
695682,7460816,-0.579,0.02,0.579,1518
695678,7460855.5,-0.23,0.02,0.23,1519
695720,7460815,-0.6509,0.02,0.6509,1520
695717.5,7460853.75,-0.2618,0.02,0.2618,1521
695671,7461118,-0.7025,0.02,0.7025,1522
695672.5,7461084,-0.1502,0.02,0.1502,1523
695705.5,7461117,-0.8592,0.02,0.8592,1524
695709,7461081.75,-0.0909,0.02,0.0909,1525
695674,7460895,0.2013,0.02,-0.2013,1526
695715,7460892.5,0.2442,0.02,-0.2442,1527
695672,7460935,0.4332,0.02,-0.4332,1528
695714.25,7460931.75,0.5585,0.02,-0.5585,1529
695674,7461050,0.2683,0.02,-0.2683,1530
695670,7460975,0.4982,0.02,-0.4982,1531
695713.5,7460971,0.6492,0.02,-0.6492,1532
695712.5,7461046.5,0.3867,0.02,-0.3867,1533
695672,7461012.5,0.44,0.02,-0.44,1534
695713,7461008.75,0.4921,0.02,-0.4921,1535
695758,7460814,-0.7253,0.02,0.7253,1536
695757,7460852,-0.3008,0.02,0.3008,1537
695794,7460808.5,-0.8503,0.02,0.8503,1538
695795.5,7460847,-0.5211,0.02,0.5211,1539
695830,7460803,-0.9481,0.02,0.9481,1540
695862,7460796,-1.015,0.02,1.015,1541
695894,7460789,-1.0493,0.02,1.0493,1542
695834,7460842,-0.7241,0.02,0.7241,1543
695869.3311,7460833.401,-0.8998,0.02,0.8998,1544
695904.6623,7460824.801,-1.055,0.02,1.055,1545
697146.4764,7461966.676,0.8,0.02,-0.8,1546
697138.0209,7461964.452,0.8,0.02,-0.8,1547
697154.9318,7461968.9,0.8,0.02,-0.8,1548
697146.343,7461955.429,0.8,0.02,-0.8,1549
697137.7542,7461953.866,0.8,0.02,-0.8,1550
697154.9318,7461956.992,0.8,0.02,-0.8,1551
697783.4426,7461954.686,0.8,0.02,-0.8,1552
697778.5161,7461954.223,0.8,0.02,-0.8,1553
697788.3691,7461955.149,0.8,0.02,-0.8,1554
697783.9686,7461948.046,0.8,0.02,-0.8,1555
697788.987,7461948.507,0.8,0.02,-0.8,1556
697778.9503,7461947.586,0.8,0.02,-0.8,1557
698457.8616,7461648.151,0.8,0.02,-0.8,1558
698454.9099,7461651.828,0.8,0.02,-0.8,1559
698460.8133,7461644.474,0.8,0.02,-0.8,1560
698454.8064,7461645.769,0.8,0.02,-0.8,1561
698452.3725,7461648.825,0.8,0.02,-0.8,1562
698457.2402,7461642.714,0.8,0.02,-0.8,1563
695740,7461116,-1.014,0.02,1.014,1564
695745.5,7461079.5,-0.006,0.02,0.006,1565
695783.4114,7461081.57,0.0183,0.02,-0.0183,1566
695775.8229,7461118.641,-1.0485,0.02,1.0485,1567
695756,7460890,0.2764,0.02,-0.2764,1568
695757,7460967,0.8222,0.02,-0.8222,1569
695751,7461043,0.4918,0.02,-0.4918,1570
695756.5,7460928.5,0.6741,0.02,-0.6741,1571
695806.5,7460966.5,0.7083,0.02,-0.7083,1572
695791,7461044.5,0.5573,0.02,-0.5573,1573
695797,7460885.5,-0.0585,0.02,0.0585,1574
695754,7461005,0.5562,0.02,-0.5562,1575
695801.75,7460926,0.3937,0.02,-0.3937,1576
695798.75,7461005.5,0.5524,0.02,-0.5524,1577
695838,7460881,-0.4041,0.02,0.4041,1578
695876.6623,7460870.801,-0.7495,0.02,0.7495,1579
695915.3245,7460860.602,-1.0886,0.02,1.0886,1580
695847,7460923.5,0.0561,0.02,-0.0561,1581
695880.3311,7460908.151,-0.479,0.02,0.479,1582
695913.6623,7460892.801,-0.9234,0.02,0.9234,1583
697146.2096,7461944.182,0.8,0.02,-0.8,1584
697137.4874,7461943.279,0.8,0.02,-0.8,1585
697154.9318,7461945.084,0.8,0.02,-0.8,1586
697146.6247,7461931.17,0.8,0.02,-0.8,1587
697137.9947,7461930.13,0.8,0.02,-0.8,1588
697155.2547,7461932.211,0.8,0.02,-0.8,1589
697784.4947,7461941.407,0.8,0.02,-0.8,1590
697779.3845,7461940.949,0.8,0.02,-0.8,1591
697789.6048,7461941.864,0.8,0.02,-0.8,1592
697785.079,7461935.502,0.8,0.02,-0.8,1593
697790.484,7461935.825,0.8,0.02,-0.8,1594
697779.6739,7461935.178,0.8,0.02,-0.8,1595
698451.7511,7461643.387,0.8,0.02,-0.8,1596
698449.8351,7461645.821,0.8,0.02,-0.8,1597
